aX,aY,aZ
0.132,1.525,2.191
-0.033,1.352,1.873
-0.203,1.269,1.604
-0.371,1.146,1.483
-0.521,1.087,1.316
-0.635,1.06,1.209
-0.679,1.031,1.153
-0.763,1.005,1.143
-0.796,0.922,1.153
-0.82,0.854,1.138
-0.815,0.801,1.159
-0.784,0.782,1.173
-0.739,0.724,1.163
-0.721,0.68,1.148
-0.682,0.665,1.13
-0.67,0.646,1.117
-0.66,0.635,1.108
-0.627,0.615,1.078
-0.599,0.583,1.075
-0.571,0.553,1.051
-0.53,0.464,1.029
-0.476,0.405,1.03
-0.454,0.337,1.007
-0.417,0.318,1.001
-0.372,0.285,1.009
-0.323,0.247,1.017
-0.27,0.18,1.01
-0.273,0.12,0.981
-0.244,0.106,0.968
-0.232,0.039,0.887
-0.216,0.041,0.893
-0.197,0.054,0.905
-0.202,0.075,0.89
-0.215,0.093,0.868
-0.209,0.043,0.856
-0.205,0.027,0.872
-0.201,-0.003,0.844
-0.199,-0.019,0.84
-0.198,-0.04,0.827
-0.202,-0.055,0.804
-0.202,-0.062,0.8
-0.188,-0.061,0.804
-0.172,-0.086,0.804
-0.15,-0.241,0.823
-0.124,-0.163,0.846
-0.103,-0.182,0.992
-0.084,-0.197,0.909
-0.044,-0.231,0.95
-0.026,-0.261,0.956
-0.011,-0.28,0.965
0.023,-0.297,0.982
0.064,-0.308,0.984
0.129,-0.34,0.983
0.173,-0.373,0.971
0.191,-0.381,0.957
0.21,-0.404,0.933
0.279,-0.797,0.962
0.298,-0.828,0.962
0.322,-0.86,0.981
0.355,-0.879,1.012
0.402,-0.894,0.999
0.412,-0.96,1.048
0.445,-0.977,1.042
0.476,-0.996,1.043
0.512,-1.012,1.042
0.537,-1.057,1.02
0.559,-1.096,1.002
0.587,-1.136,0.981
0.598,-1.187,0.958
0.622,-1.211,0.937
0.645,-1.265,0.864
0.661,-1.333,0.791
0.671,-1.451,0.717
0.675,-1.595,0.612
0.698,-1.69,0.493
0.713,-1.893,0.434
0.706,-2.104,0.312
0.661,-2.268,0.205
0.587,-2.386,0.131
0.534,-2.385,0.081
0.404,-2.36,0.066
0.249,-2.267,0.07
0.167,-2.118,0.1
-0.01,-2.025,0.138
-0.209,-1.794,0.163
-0.32,-1.524,0.235
-0.553,-1.373,0.333
-0.777,-1.054,0.373
-0.886,-0.708,0.423
-1.093,-0.519,0.45
-1.682,0.274,0.208
-1.352,0.341,0.601
-1.715,0.712,0.145
-1.589,0.784,0.78
-1.636,1.101,0.831
-1.806,1.682,0.808
-1.721,2.168,0.902
-1.707,2.633,0.924
-1.687,2.852,0.917
-1.653,3.109,1.005
-1.639,3.153,1.109
-1.61,3.238,1.143
-1.569,3.381,1.226
-1.496,3.658,1.265
-1.443,3.872,1.364
-1.27,3.987,1.59
-0.962,4.076,1.821
-0.435,3.711,1.972
-0.18,3.202,2.157
0.223,2.706,2.235
0.645,2.391,2.294
0.924,2.025,2.348
1.016,1.904,2.359
1.157,1.604,2.339
1.19,1.412,2.31
1.173,1.348,2.259
1.07,1.266,2.136
1.002,1.246,2.047
0.842,1.209,1.991
0.747,1.187,1.885
0.526,1.175,1.767
0.28,1.168,1.712
0.151,1.173,1.58
-0.091,1.181,1.521
-0.306,1.181,1.419
-0.401,1.165,1.314
-0.574,1.15,1.197
-0.722,1.14,1.102
-0.815,1.114,1.027
-0.881,1.071,0.98
-0.926,1.013,0.915
-0.934,0.95,0.868
-0.978,0.93,0.82
-1.002,0.894,0.79
-0.983,0.874,0.807
-0.927,0.709,0.823
-0.899,0.668,0.848
-0.771,0.633,0.9
-0.662,0.565,0.959
-0.633,0.544,0.979
-0.597,0.517,0.982
-0.582,0.484,0.988
-0.561,0.451,0.963
-0.57,0.398,0.947
-0.567,0.373,0.925
-0.535,0.356,0.925
-0.507,0.322,0.948
-0.439,0.288,0.945
-0.398,0.253,0.945
-0.372,0.152,0.926
-0.358,0.113,0.925
-0.339,0.095,0.91
-0.325,0.082,0.912
-0.319,0.07,0.916
-0.286,0.035,0.923
-0.26,0.014,0.951
-0.25,0.002,0.97
-0.229,-0.007,0.995
-0.208,-0.017,1.009
-0.168,-0.04,1.029
-0.145,-0.044,1.051
-0.101,-0.041,1.078
-0.063,-0.037,1.112
-0.017,-0.056,1.102
0.04,-0.071,1.118
0.067,-0.083,1.113
0.124,-0.101,1.12
0.168,-0.119,1.128
0.186,-0.12,1.133
0.199,-0.117,1.129
0.212,-0.114,1.12
0.23,-0.128,1.112
0.238,-0.148,1.096
0.236,-0.147,1.091
0.228,-0.123,1.094
0.119,-1.51,0.401
0.119,-1.561,0.401
0.124,-1.585,0.401
0.145,-1.62,0.404
0.178,-1.673,0.403
0.199,-1.737,0.399
0.238,-1.778,0.382
0.265,-1.862,0.373
0.28,-1.935,0.352
0.282,-2.009,0.328
0.275,-2.044,0.311
0.262,-2.074,0.306
0.241,-2.055,0.292
0.195,-2.035,0.306
0.144,-1.978,0.317
0.112,-1.886,0.35
0.065,-1.83,0.378
0.04,-1.721,0.451
0.023,-1.611,0.506
-0.037,-1.549,0.559
-0.111,-1.346,0.584
-0.209,-1.107,0.629
-0.331,-0.833,0.684
-0.485,-0.508,0.742
-0.552,-0.141,0.845
-0.781,0.243,0.884
-0.868,0.66,0.87
-1.069,0.923,0.646
-1.629,1.791,0.588
-1.41,2.571,0.712
-1.635,2.86,0.006
-1.665,3.027,0.133
-1.406,3.089,0.652
-1.072,2.943,0.814
-1.218,3.232,0.609
-1.192,3.531,0.586
-1.014,3.703,0.671
-0.886,3.998,0.724
-0.834,4.174,0.894
-0.683,4.175,1.138
-0.451,4.067,1.278
-0.264,3.741,1.618
0.186,3.497,1.922
0.603,2.953,2.115
0.785,2.692,2.375
1.058,2.325,2.513
1.154,2.032,2.733
1.289,1.91,2.962
1.311,1.734,2.942
1.266,1.667,2.98
1.17,1.567,2.973
1.094,1.4,2.85
0.897,1.445,2.751
0.79,1.396,2.532
0.577,1.384,2.288
0.357,1.355,2.155
0.242,1.305,1.902
0.033,1.231,1.659
-0.181,1.208,1.417
-0.388,1.197,1.34
-0.475,1.166,1.167
-0.604,1.146,1.062
-0.698,1.118,0.965
-0.76,1.044,0.919
-0.782,0.949,0.859
-0.813,0.765,0.804
-0.805,0.814,0.834
-0.809,0.75,0.818
-0.836,0.731,0.764
-0.805,0.712,0.761
-0.787,0.705,0.809
-0.751,0.661,0.821
-0.729,0.614,0.815
-0.696,0.59,0.855
-0.629,0.536,0.875
-0.597,0.483,0.92
-0.546,0.46,0.96
-0.52,0.409,0.984
-0.509,0.253,1.017
-0.496,0.32,1.022
-0.503,0.274,1.014
-0.507,0.254,1
-0.51,0.216,0.986
-0.507,0.19,0.97
-0.498,0.182,0.995
-0.479,0.123,0.996
-0.464,0.062,0.989
-0.435,0.037,0.97
-0.4,-0.011,0.953
-0.373,-0.046,0.929
-0.348,-0.061,0.926
-0.323,-0.064,0.915
-0.312,-0.076,0.885
-0.308,-0.091,0.875
-0.302,-0.109,0.881
-0.286,-0.112,0.893
-0.273,-0.106,0.92
-0.244,-0.091,0.974
-0.247,-0.145,0.915
-0.211,-0.105,1.003
-0.197,-0.052,1.025
-0.233,-0.034,1.077
-0.228,-0.087,1.103
-0.199,-0.133,1.136
-0.185,-0.146,1.156
-0.152,-0.142,1.191
-0.103,-0.14,1.216
-0.087,-0.17,1.212
-0.047,-0.184,1.197
0.005,-0.185,1.214
0.015,-0.169,1.181
0.018,-0.158,1.179
0.04,-0.135,1.168
0.043,-0.101,1.137
0.045,-0.099,1.102
0.061,-0.101,1.062
0.082,-0.119,1.022
0.081,-0.128,0.876
0.071,-0.117,0.97
0.132,-0.76,1.118
0.142,-0.792,1.106
0.138,-0.811,1.105
0.202,-0.82,1.135
0.21,-0.821,1.149
0.192,-0.828,1.112
0.226,-0.865,1.118
0.261,-0.912,1.114
0.292,-0.93,1.109
0.313,-0.928,1.079
0.34,-0.958,1.045
0.363,-0.987,1.009
0.373,-1.022,0.964
0.386,-1.052,0.941
0.393,-1.1,0.893
0.392,-1.159,0.839
0.389,-1.228,0.788
0.388,-1.262,0.722
0.391,-1.339,0.685
0.396,-1.444,0.6
0.402,-1.505,0.51
0.412,-1.605,0.476
0.431,-1.714,0.406
0.444,-1.864,0.324
0.453,-1.926,0.259
0.423,-2.05,0.223
0.39,-2.085,0.147
0.323,-2.085,0.138
0.259,-2.042,0.144
0.212,-1.963,0.165
0.086,-1.906,0.187
-0.049,-1.79,0.19
-0.118,-1.67,0.204
-0.244,-1.612,0.208
-0.41,-1.502,0.185
-0.493,-1.402,0.149
-0.647,-1.337,0.148
-0.803,-1.148,0.156
-0.999,-0.917,0.175
-1.022,-0.791,0.185
-1.161,-0.563,0.181
-1.336,-0.341,0.184
-1.278,-0.09,0.203
-1.298,0.067,0.354
-1.297,0.385,0.265
-1.274,0.573,0.131
-1.569,1.331,0.026
-1.241,1.94,0.291
-1.164,2.395,-0.176
-0.956,2.586,0.045
-0.171,2.614,0.362
-0.067,2.745,0.311
-0.049,2.856,0.264
-0.16,3.196,0.306
-0.219,3.645,0.545
-0.272,3.868,0.892
-0.217,4.176,1.102
-0.176,4.196,1.5
-0.088,4.076,1.964
0.031,3.627,2.082
0.099,3.359,2.427
0.228,2.958,2.594
0.298,2.692,2.902
0.44,2.549,3.032
0.502,2.298,3.17
0.56,2.163,3.14
0.548,1.913,3.084
0.523,1.713,2.911
0.452,1.633,2.667
0.353,1.529,2.543
0.302,1.495,2.265
0.185,1.42,2.122
0.127,1.324,1.865
-0.026,1.284,1.591
-0.19,1.14,1.444
-0.274,1.075,1.219
-0.453,0.999,1.125
-0.538,0.968,0.987
-0.673,0.964,0.899
-0.755,0.929,0.884
-0.806,0.856,0.89
-0.823,0.771,0.925
-0.823,0.703,0.98
-0.803,0.675,1.034
-0.785,0.618,1.06
-0.782,0.574,1.062
-0.778,0.551,1.058
-0.773,0.549,1.042
-0.756,0.544,1.031
-0.732,0.521,1.01
-0.718,0.378,0.989
-0.689,0.461,0.979
-0.658,0.413,0.966
-0.643,0.373,0.953
-0.614,0.356,0.95
-0.586,0.322,0.954
-0.546,0.291,0.953
-0.538,0.248,0.942
-0.521,0.233,0.939
-0.497,0.215,0.944
-0.484,0.205,0.962
-0.457,0.196,0.967
-0.425,0.173,0.972
-0.413,0.142,0.975
-0.389,0.007,0.972
-0.373,0.111,0.953
-0.351,0.075,0.94
-0.34,0.045,0.895
-0.319,0.009,0.874
-0.314,-0.018,0.857
-0.319,0.017,0.871
-0.281,0.021,0.895
-0.248,0.017,0.891
-0.202,-0.024,0.891
-0.173,-0.062,0.883
-0.153,-0.083,0.877
-0.13,-0.093,0.866
-0.116,-0.102,0.871
-0.077,-0.104,0.892
0.1,-0.897,1.054
0.129,-0.918,1.063
0.158,-0.922,1.081
0.197,-0.967,1.069
0.224,-1.026,1.062
0.247,-1.039,1.023
0.264,-1.047,0.983
0.28,-1.06,0.925
0.287,-1.137,0.888
0.302,-1.231,0.833
0.317,-1.285,0.793
0.355,-1.342,0.749
0.364,-1.378,0.713
0.361,-1.39,0.658
0.364,-1.413,0.614
0.377,-1.452,0.568
0.388,-1.496,0.547
0.392,-1.522,0.514
0.412,-1.538,0.489
0.424,-1.563,0.464
0.434,-1.61,0.438
0.446,-1.673,0.417
0.471,-1.7,0.375
0.49,-1.752,0.353
0.489,-1.827,0.292
0.479,-1.873,0.243
0.433,-1.869,0.208
0.357,-1.815,0.203
0.257,-1.698,0.217
0.134,-1.547,0.247
-0.002,-1.389,0.285
-0.07,-1.225,0.321
-0.198,-1.134,0.372
-0.318,-0.965,0.395
-0.373,-0.769,0.467
-0.477,-0.658,0.544
-0.582,-0.436,0.573
-0.645,-0.163,0.623
-0.774,-0.005,0.592
-1.263,0.688,0.29
-1.075,0.829,0.701
-1.082,1.081,0.389
-1.014,1.235,0.256
-0.914,1.362,0.318
-0.974,1.697,0.095
-1.058,2.186,-0.335
-1.17,2.447,-0.549
-1.146,2.685,-0.516
-1.138,2.672,-0.314
-1.175,2.727,-0.199
-1.139,2.967,0.176
-1.24,3.397,0.651
-1.46,3.773,1.175
-1.484,3.889,1.77
-1.515,3.869,2.389
-1.319,3.655,2.995
-0.957,3.222,3.239
-0.545,2.668,3.532
0.182,2.183,3.651
0.416,1.863,3.402
0.78,1.738,2.959
1.022,1.62,2.744
1.138,1.592,2.34
1.139,1.595,2.027
1.009,1.597,1.789
0.776,1.578,1.706
0.636,1.532,1.593
0.305,1.497,1.53
-0.021,1.43,1.513
-0.171,1.278,1.462
-0.421,1.332,1.427
-0.511,1.245,1.348
-0.645,1.196,1.236
-0.737,1.109,1.17
-0.772,1.022,1.01
-0.801,0.93,0.867
-0.812,0.891,0.762
-0.8,0.803,0.734
-0.764,0.738,0.697
-0.803,0.719,0.674
-0.784,0.653,0.69
-0.724,0.586,0.749
-0.691,0.494,0.802
-0.678,0.406,0.842
-0.652,0.332,0.896
-0.615,0.284,0.945
-0.559,0.141,1.023
-0.504,0.179,1.056
-0.481,0.265,1.037
-0.453,0.224,1.065
-0.387,0.188,1.081
-0.322,0.132,1.087
-0.258,0.109,1.084
-0.232,0.122,1.088
-0.209,0.113,1.088
-0.201,0.104,1.094
-0.184,0.094,1.126
-0.187,0.09,1.108
-0.174,0.094,1.119
-0.16,0.081,1.118
-0.151,0.072,1.128
-0.152,0.043,1.118
-0.156,0.036,1.116
-0.165,0.016,1.118
-0.168,0.007,1.138
-0.171,-0.007,1.136
-0.166,-0.032,1.156
-0.147,-0.019,1.17
-0.137,-0.009,1.166
-0.133,0.024,1.177
-0.136,0.04,1.161
-0.138,0.032,1.14
-0.127,0.022,1.134
-0.116,0.007,1.097
-0.097,-0.001,1.054
-0.091,0.013,1.022
-0.066,0.024,0.989
-0.041,0.058,0.955
-0.018,0.046,0.927
0.394,-0.886,0.741
0.403,-0.916,0.722
0.406,-0.945,0.707
0.402,-0.955,0.71
0.4,-0.97,0.701
0.388,-0.968,0.697
0.375,-0.962,0.696
0.373,-0.973,0.694
0.365,-0.984,0.692
0.363,-1.017,0.691
0.37,-1.042,0.681
0.386,-1.056,0.679
0.397,-1.076,0.672
0.418,-1.09,0.662
0.442,-1.112,0.651
0.473,-1.165,0.632
0.468,-1.235,0.618
0.47,-1.264,0.599
0.482,-1.28,0.596
0.471,-1.297,0.589
0.472,-1.308,0.588
0.484,-1.331,0.584
0.491,-1.347,0.567
0.492,-1.342,0.56
0.489,-1.327,0.545
0.489,-1.321,0.541
0.489,-1.31,0.529
0.487,-1.284,0.524
0.48,-1.273,0.512
0.461,-1.261,0.504
0.425,-1.265,0.483
0.405,-1.273,0.446
0.349,-1.279,0.407
0.284,-1.271,0.387
0.243,-1.238,0.337
0.144,-1.21,0.311
0.019,-1.124,0.312
-0.113,-1.006,0.328
-0.255,-0.834,0.369
-0.336,-0.618,0.46
-0.522,-0.375,0.564
-0.741,-0.23,0.68
-0.993,0.085,0.525
-1.439,0.739,0.492
-1.243,1.072,0.873
-1.688,1.275,0.742
-1.592,1.709,0.985
-1.333,2.088,1.291
-1.403,2.322,1.076
-1.338,2.529,1.002
-1.222,2.565,0.86
-1.039,2.363,0.801
-0.998,2.269,0.854
-0.847,2.215,0.893
-0.631,2.336,0.98
-0.636,2.44,1.01
-0.583,2.655,0.99
-0.566,2.811,1.045
-0.474,2.822,1.238
-0.355,2.776,1.283
-0.268,2.694,1.517
-0.081,2.504,1.774
0.114,2.313,1.892
0.277,2.158,2.1
0.334,2.065,2.273
0.373,1.911,2.333
0.379,1.761,2.402
0.376,1.688,2.414
0.36,1.554,2.374
0.35,1.495,2.269
0.308,1.367,2.185
0.271,1.226,1.983
0.173,1.177,1.866
0.12,1.103,1.623
-0.006,1.062,1.373
-0.149,0.959,1.256
-0.291,0.876,0.992
-0.422,0.786,0.925
-0.531,0.724,0.846
-0.577,0.66,0.794
-0.651,0.63,0.823
-0.676,0.63,0.836
-0.669,0.546,0.885
-0.684,0.513,0.909
-0.665,0.481,0.956
-0.649,0.441,0.992
-0.613,0.414,1.025
-0.574,0.361,1.037
-0.553,0.32,1.068
-0.507,0.298,1.1
-0.475,0.254,1.112
-0.464,0.227,1.134
-0.443,0.227,1.156
-0.423,0.227,1.16
-0.399,0.211,1.167
-0.393,0.204,1.166
-0.375,0.204,1.162
-0.349,0.201,1.15
-0.332,0.205,1.116
-0.314,0.223,1.105
-0.276,0.237,1.085
-0.246,0.236,1.068
-0.216,0.241,1.064
-0.193,0.234,1.047
-0.179,0.238,1.034
-0.169,0.24,1.025
-0.155,0.238,1.01
-0.142,0.238,0.997
-0.141,0.261,0.99
-0.128,0.259,0.987
-0.133,0.236,0.965
-0.136,0.227,0.959
-0.132,0.2,0.959
-0.128,0.16,0.961
-0.124,0.13,0.985
-0.119,0.123,1.022
-0.118,0.102,1.041
-0.102,0.082,1.092
-0.094,0.071,1.123
0.395,-0.799,0.823
0.421,-0.798,0.835
0.474,-0.785,0.837
0.49,-0.845,0.846
0.514,-0.874,0.858
0.563,-0.881,0.868
0.576,-0.887,0.894
0.605,-0.914,0.914
0.626,-0.956,0.922
0.631,-0.992,0.927
0.641,-1.038,0.94
0.643,-1.107,0.941
0.655,-1.139,0.944
0.646,-1.2,0.935
0.651,-1.286,0.926
0.65,-1.341,0.911
0.65,-1.401,0.883
0.656,-1.453,0.86
0.627,-1.464,0.8
0.695,-1.561,0.841
0.63,-1.593,0.701
0.669,-1.764,0.625
0.712,-1.988,0.58
0.704,-2.076,0.43
0.671,-2.224,0.38
0.691,-2.467,0.351
0.6,-2.558,0.189
0.419,-2.565,0.122
0.362,-2.616,0.197
0.145,-2.501,0.18
0.017,-2.255,0.175
-0.178,-2.128,0.17
-0.358,-1.932,0.173
-0.59,-1.542,0.366
-0.61,-1.381,0.289
-0.747,-1.113,0.299
-1.017,-0.746,0.37
-1.11,-0.541,0.33
-1.248,-0.088,0.3
-1.318,0.341,0.241
-1.455,0.538,0.165
-1.908,1.345,-0.14
-1.786,1.471,0.231
-1.679,1.91,-0.109
-1.709,2.281,0.256
-1.373,3.014,0.366
-1.135,3.619,0.324
-0.758,3.866,0.354
-0.4,3.952,0.42
-0.223,3.971,0.468
0.02,4.266,0.501
0.203,4.473,0.666
0.351,4.918,0.973
0.609,5.067,1.227
0.714,4.762,1.828
0.976,4.412,2.407
1.234,3.542,2.674
1.329,3.206,3.167
1.48,2.602,3.404
1.502,2.123,3.696
1.409,1.973,3.726
1.237,1.801,3.634
1.132,1.746,3.363
1.005,1.648,3.223
0.988,1.568,2.882
0.886,1.517,2.705
0.775,1.438,2.331
0.578,1.387,1.958
0.529,1.309,1.625
0.297,1.276,1.366
0.067,1.213,1.261
-0.184,1.136,1.118
-0.443,1.057,1.053
-0.564,0.897,1.05
-0.764,0.947,1.066
-0.928,0.883,1.082
-0.972,0.815,1.136
-1.027,0.75,1.121
-1.035,0.642,1.104
-1.006,0.564,1.06
-0.991,0.505,1.045
-0.91,0.473,1.064
-0.866,0.437,1.033
-0.793,0.402,1.051
-0.685,0.371,1.085
-0.586,0.286,1.1
-0.508,0.199,1.105
-0.465,0.145,1.1
-0.44,0.127,1.082
-0.412,0.102,1.066
-0.432,0.096,1.045
-0.429,0.09,1.03
-0.407,0.087,1.02
-0.398,0.089,0.996
-0.396,0.093,0.975
-0.401,0.1,0.967
-0.407,0.13,0.96
-0.406,0.14,0.943
-0.393,0.112,0.921
-0.369,0.083,0.908
-0.347,0.066,0.886
-0.332,0.062,0.874
-0.299,0.068,0.873
-0.285,0.086,0.879
-0.249,0.094,0.897
-0.201,0.093,0.906
-0.16,0.072,0.91
-0.132,0.049,0.906
-0.102,0.019,0.905
-0.088,-0.006,0.905
-0.072,0.016,0.913
-0.014,0.044,0.954
-0.002,0.073,0.986
0.007,0.077,1.114
0.01,0.061,1.016
0.004,0.066,1.047
-0.012,0.067,1.037
-0.015,0.068,1.065
-0.011,0.074,1.069
0.123,-0.842,1.068
0.149,-0.874,1.072
0.168,-0.938,1.072
0.2,-0.98,1.08
0.213,-0.99,1.083
0.247,-0.996,1.105
0.279,-1.013,1.113
0.323,-1.03,1.12
0.367,-1.042,1.137
0.429,-1.05,1.141
0.471,-1.084,1.145
0.529,-1.123,1.137
0.586,-1.175,1.133
0.639,-1.23,1.112
0.671,-1.296,1.073
0.68,-1.387,1.026
0.678,-1.517,0.956
0.682,-1.662,0.863
0.668,-1.783,0.774
0.669,-1.97,0.669
0.673,-2.17,0.535
0.661,-2.377,0.398
0.644,-2.582,0.288
0.581,-2.677,0.188
0.588,-2.733,0.142
0.493,-2.714,0.08
0.419,-2.674,0.198
0.337,-2.531,0.157
0.29,-2.43,0.134
0.264,-2.398,0.183
0.108,-2.347,0.187
-0.069,-2.195,0.163
-0.232,-2.047,0.164
-0.423,-1.876,0.164
-0.624,-1.662,0.174
-0.703,-1.475,0.193
-0.822,-1.345,0.267
-0.917,-1.043,0.338
-0.954,-0.72,0.482
-1.008,-0.538,0.627
-1.062,-0.103,0.691
-1.148,0.398,0.76
-1.332,0.952,0.775
-1.634,1.902,0.449
-1.342,2.244,0.571
-1.565,2.817,0.243
-1.487,3.566,0.227
-1.134,3.988,0.43
-1.058,4.164,0.558
-1.046,4.251,0.726
-0.922,4.29,0.863
-0.835,4.36,1.226
-0.687,4.439,1.513
-0.538,4.485,1.66
-0.45,4.374,1.961
-0.189,4.213,2.093
0.12,3.688,2.33
0.273,3.366,2.501
0.488,2.809,2.567
0.616,2.42,2.746
0.511,2.12,2.793
0.572,1.88,2.706
0.45,1.791,2.559
0.316,1.653,2.395
0.198,1.535,2.308
0.142,1.488,2.115
0.028,1.401,2.013
-0.024,1.328,1.821
-0.133,1.297,1.647
-0.228,1.229,1.565
-0.288,1.135,1.406
-0.323,1.023,1.241
-0.427,0.957,1.091
-0.547,0.831,0.999
-0.631,0.757,0.984
-0.693,0.719,0.966
-0.724,0.688,0.971
-0.756,0.652,0.982
-0.769,0.598,1.015
-0.766,0.575,1.035
-0.762,0.505,1.039
-0.761,0.446,1.057
-0.755,0.439,1.078
-0.734,0.423,1.101
-0.705,0.409,1.102
-0.669,0.385,1.089
-0.627,0.358,1.071
-0.576,0.331,1.072
-0.549,0.299,1.072
-0.517,0.273,1.052
-0.494,0.269,1.044
-0.476,0.265,1.035
-0.456,0.262,1.005
-0.434,0.257,0.977
-0.425,0.247,0.948
-0.422,0.234,0.928
-0.395,0.197,0.925
-0.367,0.163,0.924
-0.351,0.141,0.927
-0.34,0.127,0.93
-0.312,0.108,0.922
-0.288,0.099,0.911
-0.25,0.088,0.898
-0.212,0.058,0.895
-0.169,0.026,0.888
-0.148,-0.01,0.874
-0.107,-0.044,0.845
-0.077,-0.061,0.82
-0.058,-0.089,0.809
-0.051,-0.081,0.788
-0.034,-0.055,0.79
-0.027,-0.039,0.788
-0.019,-0.031,0.788
-0.011,-0.033,0.79
-0.013,-0.054,0.78
-0.006,-0.07,0.791
0.006,-0.062,0.823
0.029,-0.041,0.839
0.041,-0.034,0.845
0.251,-0.967,0.813
0.284,-0.965,0.791
0.315,-0.969,0.796
0.332,-0.987,0.785
0.337,-0.996,0.772
0.375,-1.01,0.756
0.398,-1.069,0.755
0.397,-1.107,0.753
0.438,-1.163,0.726
0.466,-1.229,0.712
0.475,-1.285,0.693
0.486,-1.312,0.681
0.508,-1.349,0.673
0.511,-1.371,0.671
0.517,-1.407,0.67
0.522,-1.44,0.667
0.545,-1.504,0.67
0.564,-1.592,0.662
0.589,-1.667,0.657
0.602,-1.746,0.652
0.613,-1.778,0.643
0.615,-1.85,0.635
0.61,-1.93,0.616
0.602,-1.989,0.582
0.587,-2.023,0.549
0.558,-2.078,0.529
0.524,-2.111,0.488
0.501,-2.118,0.461
0.453,-2.113,0.434
0.399,-2.089,0.395
0.319,-2.058,0.366
0.221,-1.973,0.357
0.12,-1.867,0.346
-0.004,-1.719,0.344
-0.195,-1.514,0.351
-0.185,-1.391,0.382
-0.287,-1.121,0.401
-0.447,-0.743,0.424
-0.528,-0.256,0.513
-0.611,-0.005,0.605
-0.609,0.426,0.629
-0.594,0.884,0.682
-0.547,1.101,0.738
-0.762,1.746,0.575
-0.436,2.092,0.947
-0.462,2.294,0.331
-0.831,2.427,0.123
-0.713,2.405,0.16
-0.857,2.242,0.114
-1.161,2.167,0.009
-1.365,2.274,0.16
-1.538,2.387,0.417
-1.815,2.763,0.697
-1.993,3.126,0.888
-1.996,3.416,1.355
-1.959,3.534,1.855
-1.783,3.395,2.295
-1.404,3.338,2.649
-0.841,3.117,2.803
-0.177,2.84,2.983
0.468,2.527,3.023
0.962,2.278,2.927
1.259,2.092,2.651
1.585,1.763,2.475
1.733,1.512,2.163
1.751,1.434,1.886
1.634,1.344,1.78
1.539,1.285,1.677
1.245,1.267,1.642
0.895,1.193,1.688
0.481,1.184,1.713
0.287,1.131,1.712
-0.031,1.102,1.771
-0.254,1.017,1.782
-0.407,0.882,1.756
-0.512,0.779,1.694
-0.549,0.677,1.56
-0.62,0.644,1.428
-0.672,0.629,1.198
-0.686,0.569,1.049
-0.702,0.565,0.978
-0.705,0.534,0.831
-0.718,0.52,0.723
-0.684,0.478,0.713
-0.647,0.434,0.709
-0.626,0.418,0.72
-0.587,0.387,0.781
-0.555,0.345,0.847
-0.541,0.292,0.909
-0.52,0.269,0.979
-0.502,0.232,1.017
-0.491,0.205,1.064
-0.459,0.196,1.1
-0.422,0.191,1.119
-0.391,0.195,1.151
-0.377,0.198,1.169
-0.348,0.21,1.17
-0.337,0.216,1.163
-0.326,0.218,1.148
-0.319,0.227,1.133
-0.317,0.241,1.105
-0.309,0.245,1.072
-0.304,0.25,1.053
-0.295,0.251,1.015
-0.291,0.25,0.983
-0.289,0.26,0.957
-0.279,0.285,0.949
-0.266,0.304,0.941
-0.238,0.308,0.921
-0.206,0.307,0.891
-0.171,0.27,0.872
-0.131,0.224,0.846
-0.117,0.209,0.833
-0.086,0.198,0.835
-0.062,0.2,0.849
-0.053,0.188,0.883
-0.033,0.18,0.916
-0.03,0.156,0.931
-0.031,0.126,0.951
0.265,-0.778,0.961
0.278,-0.79,0.971
0.281,-0.821,0.985
0.325,-0.835,0.974
0.342,-0.918,1.001
0.363,-0.962,0.993
0.417,-0.986,0.987
0.431,-1.026,0.986
0.45,-1.053,0.977
0.482,-1.106,0.96
0.506,-1.156,0.946
0.523,-1.21,0.937
0.532,-1.259,0.915
0.557,-1.312,0.899
0.583,-1.339,0.864
0.612,-1.404,0.847
0.651,-1.487,0.802
0.689,-1.593,0.746
0.706,-1.708,0.691
0.743,-1.828,0.614
0.792,-1.963,0.531
0.825,-2.102,0.438
0.846,-2.149,0.361
0.835,-2.245,0.324
0.793,-2.334,0.25
0.721,-2.383,0.205
0.674,-2.408,0.158
0.545,-2.409,0.112
0.366,-2.372,0.094
0.133,-2.273,0.097
0.001,-2.07,0.132
-0.286,-1.949,0.16
-0.64,-1.65,0.161
-1.036,-1.302,0.183
-1.49,-0.897,0.287
-1.628,-0.552,0.503
-1.858,0.163,0.521
-2.318,1.02,0.461
-2.111,1.721,0.713
-2.041,2.124,0.414
-2.015,2.228,0.441
-1.57,2.757,0.595
-1.065,3.187,0.729
-0.886,3.283,0.896
-0.539,3.209,0.989
-0.023,2.934,0.885
-0.023,2.95,0.662
-0.259,3.343,0.381
-0.54,3.571,0.392
-0.665,3.846,0.772
-0.739,4.071,1.237
-0.768,3.947,1.486
-0.752,3.615,2.073
-0.626,3.407,2.594
-0.428,3.05,2.842
-0.222,2.729,3.147
0.059,2.591,3.237
0.343,2.26,3.172
0.452,1.972,2.855
0.634,1.913,2.69
0.735,1.8,2.284
0.719,1.749,1.847
0.601,1.667,1.671
0.44,1.593,1.433
0.345,1.499,1.327
0.126,1.438,1.298
